NP,tag,group,count,polarity,pair
신곡,o,['앨범'],82,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]","['화사_신곡', '선보이는_신곡', '선사하는_신곡', '완전한_신곡', '자극하는_신곡', '없는_신곡', '가장 좋아하는_신곡', '애절한_신곡', '없어_신곡', '승리_신곡', '온전한_신곡', '신명나는_신곡', '축하해_신곡', '돋보이는_신곡', '따끈따끈한_신곡', '우아_신곡', '이기_신곡']"
손인사,o,['포즈'],82,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1]","['반가운_손인사', '시크한_손인사', '사랑스러운_손인사', '반갑_손인사', '깜찍한_손인사', '화사한_손인사', '다정한_손인사', '우아한_손인사', '근사한_손인사', '달달한_손인사', '빛나는_손인사', '상냥한_손인사', '설레는_손인사', '가득한_손인사', '훈훈한_손인사', '깜찍하_손인사', '싱그러운_손인사', '애절한_손인사', '건강한_손인사', '귀여움_손인사', '수줍은_손인사', '재치있는_손인사', '좋아지는_손인사', '촉촉한_손인사', '밝은_손인사', '사랑스럽_손인사', '찬란한_손인사', '없어_손인사', '좋은_손인사', '수줍_손인사', '상큼한_손인사', '발랄한_손인사', '완벽한_손인사']"
공연,o,['퍼포먼스'],82,"[1, 1, 0, 1, 1, -1, 1, 1, 1, 1, 0, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 0, -1, 1, -1]","['공연_완벽하게 소화해내', '공연_달성하', '공연_막을', '공연_가능', '공연_선보였', '공연_아니', '공연_선사할', '공연_즐기는', '공연_완벽히 소화한', '공연_기대하는', '공연_높다', '공연_그립다', '공연_열광', '공연_사로잡았', '공연_아니다', '공연_가능한', '공연_화려하게 장식했', '공연_가능하', '공연_환호', '공연_선사한', '공연_성사', '공연_풍성하게 채웠', '공연_이야기', '공연_활발', '공연_즐겨', '공연_없는', '공연_못하', '공연_선보이는', '공연_금지된']"
성장,o,['기타'],81,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, -1, 1, 1, 0]","['없는_성장', '뛰어넘은_성장', '끊임없는_성장', '놀라_성장', '성장_성장', '훈훈한_성장', '아우르는_성장', '압도_성장', '무궁무진한_성장', '드라마틱한_성장', '선사할_성장', '아니_성장', '당차_성장', '빛나는_성장', '치열한_성장']"
칼군무,o,['안무'],81,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]","['완벽한_칼군무', '압도_칼군무', '없는_칼군무', '에너제틱한_칼군무', '선보였던_칼군무', '소름끼치는_칼군무', '파워풀한_칼군무', '돋보이는_칼군무', '화려한_칼군무', '파워풀_칼군무', '완성하는_칼군무']"
디자인,o,['기타'],79,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, -1, 1, 1]","['멋있는_디자인', '독특한_디자인', '다양한_디자인', '깔끔한_디자인', '톡톡 튀는_디자인', '유니크한_디자인', '돋보이는_디자인', '없는_디자인', '받은_디자인', '또렷한_디자인', '키치한_디자인', '트렌디한_디자인', '성공한_디자인', '간결한_디자인', '난해한_디자인', '수려한_디자인', '가능한_디자인']"
우정,o,['사회성'],78,"[1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 0]","['훈훈한_우정', '특별한_우정', '사랑_우정', '뛰어넘는_우정', '완벽한_우정', '뛰어넘은_우정', '괜찮아_우정', '깊은_우정', '질투할_우정', '깊어지는_우정', '훈훈_우정', '자랑_우정', '빛나는_우정', '각별한_우정', '기대_우정', '없는_우정']"
세계관,o,['기타'],78,"[1, 0, 1, 1, 0, 0, 1, 1, -1, 1, 0, 1, 1, 1]","['세계관_완성', '세계관_아우르는', '세계관_선보였', '세계관_거침없는', '세계관_상징하는', '세계관_없다', '세계관_완성한', '세계관_자랑했', '세계관_아니', '세계관_한층 업그레이드된', '세계관_많았', '세계관_멋지다', '세계관_완성했', '세계관_심오한']"
행보,o,['기타'],77,"[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, -1, 1, 1, 1, 1, 1, 0, 1, 0]","['다양한_행보', '활발한_행보', '거침없는_행보', '없는_행보', '뛰어넘는_행보', '성공_행보', '선한_행보', '작은_행보', '압도_행보', '유명_행보', '놀라_행보', '독특한_행보', '왕성한_행보', '실망_행보', '기대_행보', '화려한_행보', '꾸준한_행보', '빛나는_행보', '더욱 빛나는_행보', '통통 튀는_행보', '폭넓은_행보', '유의미한_행보']"
참여도,o,['기타'],76,"[0, 1]","['높은_참여도', '꾸준한_참여도']"
내면,o,['기타'],76,"[0, 1, 1, 1, 1, 1, 1]","['고뇌하는_내면', '진정한_내면', '여리고 따뜻한_내면', '따뜻한_내면', '달달한_내면', '진솔한_내면', '초월한_내면']"
스타일링,o,['패션'],76,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['스타일링_선보였', '스타일링_내추럴한', '스타일링_완성하', '스타일링_받은', '스타일링_자랑한', '스타일링_완벽하게 소화했', '스타일링_완성한', '스타일링_돋보이는', '스타일링_섹시함', '스타일링_완벽하게 소화해내', '스타일링_성숙', '스타일링_예쁨', '스타일링_받는', '스타일링_사로잡았', '스타일링_사로잡는']"
인터뷰,o,['이벤트'],74,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, -1, 1, 1, 1, -1, 1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]","['진솔한_인터뷰', '가득한_인터뷰', '뽐내고 있는_인터뷰', '화사_인터뷰', '생생한_인터뷰', '참신한_인터뷰', '다양한_인터뷰', '받았_인터뷰', '돋보이는_인터뷰', '짧은_인터뷰', '가능_인터뷰', '뛰어나_인터뷰', '울컥_인터뷰', '건강_인터뷰', '완성_인터뷰', '신선했_인터뷰', '걱정했_인터뷰', '특이한_인터뷰', '못한_인터뷰', '간결한_인터뷰', '간직한_인터뷰', '좋아해_인터뷰', '기대_인터뷰', '자신있_인터뷰', '뿌듯_인터뷰', '독특한_인터뷰', '활약하_인터뷰', '좋아_인터뷰', '과감한_인터뷰']"
조화,o,['팀워크'],73,"[1, 1, 1]","['완벽한_조화', '상쾌한_조화', '선사하는_조화']"
자신감,o,['기타'],73,"[1, 1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 1]","['여유_자신감', '당당한_자신감', '과한_자신감', '없는_자신감', '없다_자신감', '상당한_자신감', '당찬_자신감', '가득한_자신감', '화사_자신감', '기쁘다_자신감', '즐겨_자신감', '대단한_자신감']"
소통,o,['사회성'],73,"[1, 1, 1, 1, 1, 1, 1, 1]","['활발한_소통', '특별한_소통', '다양한_소통', '친근한_소통', '자유로운_소통', '훈훈한_소통', '꾸준한_소통', '완벽한_소통']"
이목구비,o,['얼굴'],73,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['또렷한_이목구비', '뚜렷한_이목구비', '화려한_이목구비', '완벽한_이목구비', '깜찍한_이목구비', '돋보이는_이목구비', '없는_이목구비', '심쿵_이목구비', '조화로운_이목구비', '확실한_이목구비', '뺨치는_이목구비', '시원한_이목구비']"
면모,o,['기타'],73,"[1, 1, 1, 1, 1, 1, 1, 1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","['시크한_면모', '아티스틱한_면모', '철저한_면모', '패셔니스타다운_면모', '천진난만한_면모', '유쾌한_면모', '섹시한_면모', '청순한_면모', '못한_면모', '없는_면모', '스타일리시한_면모', '가득한_면모', '다정한_면모', '다양한_면모', '우아한_면모', '섹시_면모', '젠틀한_면모', '진솔한_면모', '자유분방한_면모', '더욱 성장한_면모', '사랑스러운_면모', '진정한_면모', '파워풀한_면모', '독특한_면모', '든든한_면모']"
애정,o,['사회성'],72,"[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1]","['각별한_애정', '많은_애정', '깊은_애정', '특별한_애정', '꾸준한_애정', '존경_애정', '없는_애정', '아낌없는_애정', '감사_애정', '기대_애정', '노력_애정', '굳은_애정', '은근한_애정', '달달한_애정']"
활약,o,['기타'],72,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, -1, 1, 1, -1, 1, 0]","['함께 다양한_활약', '폭넓은_활약', '다양한_활약', '화끈한_활약', '놀라_활약', '좋은_활약', '거침없는_활약', '뚜렷한_활약', '성장_활약', '설레는_활약', '대단한_활약', '변신한_활약', '화사_활약', '없는_활약', '화려한_활약', '특별한_활약', '못할_활약', '성실한_활약', '꾸준한_활약', '속한_활약', '압도_활약', '많은_활약']"
재미,o,['기타'],70,"[1, 1, 0, -1, 1, 1, 1, 1, -1, 1, 1, -1, 1, 1]","['신선한_재미', '풍성한_재미', '없는_재미', '놀리는_재미', '따스한_재미', '다양한_재미', '초월한_재미', '감동_재미', '긴장_재미', '짜릿한_재미', '특별한_재미', '이야기_재미', '독특한_재미', '편안한_재미']"
변신,o,['기타'],69,"[1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 0, 1, 1, 1, 1]","['변신_돋보이는', '변신_선사할', '변신_기대할 만한', '변신_성장', '변신_선보였', '변신_사랑스러움', '변신_귀여워', '변신_기대되는', '변신_난해한', '변신_착용', '변신_완벽한', '변신_돋보인', '변신_찰떡같은', '변신_대단', '변신_선보이는', '변신_싱그러운', '변신_이끌리는']"
음악성,o,['가창력'],69,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","['음악성_드러냈', '음악성_과시하', '음악성_한가득 담은', '음악성_받은', '음악성_선보였', '음악성_인정받', '음악성_인정받고 있는', '음악성_좋아하', '음악성_과시했', '음악성_인정받은', '음악성_인정받았', '음악성_칭찬했']"
의상,o,['패션'],68,"[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","['의상_스타일리시하게 소화하', '의상_착용', '의상_낡은', '의상_선보였던', '의상_고르는', '의상_완벽하게 소화했', '의상_좋을', '의상_자아냈', '의상_완벽', '의상_밝혀', '의상_사로잡았', '의상_선보였', '의상_과감한', '의상_예쁘네']"
예능감,o,['기타'],66,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['예능감_뽐낸', '예능감_돋보이는', '예능감_과시했', '예능감_선보였', '예능감_가득한', '예능감_드러냈', '예능감_선보이고 있는', '예능감_자랑했', '예능감_발휘할', '예능감_빛났던', '예능감_자랑해 보였', '예능감_발휘하', '예능감_자랑할', '예능감_칭찬했', '예능감_자랑', '예능감_발휘했', '예능감_칭찬하는', '예능감_자랑하']"
색깔,o,['기타'],65,"[1, 1, 0, 1, 1, 1, 1, 1, 1]","['다양한_색깔', '뚜렷한_색깔', '무겁_색깔', '독특한_색깔', '온전한_색깔', '유니크한_색깔', '확실_색깔', '경쾌한_색깔', '밝은_색깔']"
결과,o,['기타'],65,"[0, 1, 1, 1, 1, -1, 1, 1, 0, 0, 0]","['받은_결과', '좋은_결과', '노력_결과', '완성한_결과', '자세한_결과', '분석_결과', '기대_결과', '흡족한_결과', '원하는_결과', '놀라_결과', '없는_결과']"
몰입,o,['분위기'],65,"[1, 1, 0, 0, -1, 1, 1]","['감동_몰입', '화려한_몰입', '높은_몰입', '없는_몰입', '이야기_몰입', '깊은_몰입', '솔직한_몰입']"
화보,o,['사진'],63,"[1, 1, 1, 1, 1, 1, 1, 0, 1, -1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, -1, 1, 1, 1, 1]","['화보_선보였', '화보_화사', '화보_완성', '화보_잘록한', '화보_완벽하게 소화해내', '화보_다양한', '화보_늘씬한', '화보_과감한', '화보_즐기는', '화보_미스터리한', '화보_럭셔리한', '화보_장식', '화보_환한', '화보_상큼', '화보_사로잡는', '화보_수수한', '화보_화려한', '화보_탄탄한', '화보_경이로운', '화보_아름다움', '화보_아니', '화보_강렬', '화보_청순한', '화보_감탄했', '화보_자연스러운']"
각선미,o,['몸매'],62,"[1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 0, 0, 1, 1, 1, 1, -1, 1, 1]","['각선미_자랑했', '각선미_뽐내', '각선미_뽐낸', '각선미_자랑', '각선미_돋보이는', '각선미_돋보인', '각선미_뽐내는', '각선미_자랑하', '각선미_앙상한', '각선미_심쿵', '각선미_선보였', '각선미_과시했', '각선미_드러냈', '각선미_통통 튀는', '각선미_사로잡는', '각선미_끌었', '각선미_더욱 돋보이게', '각선미_자랑한', '각선미_과시', '각선미_돋보였다', '각선미_과시하']"
뮤직비디오,o,['앨범'],61,"[1, 1, 0, 1, 1, 1, -1, 1]","['돋보이는_뮤직비디오', '달성한_뮤직비디오', '높은_뮤직비디오', '승리_뮤직비디오', '화사_뮤직비디오', '우아하_뮤직비디오', '속한_뮤직비디오', '완성된_뮤직비디오']"
세계관,o,['기타'],61,"[1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","['독특한_세계관', '탄탄한_세계관', '유니크한_세계관', '유쾌한_세계관', '미스터리한_세계관', '다양한_세계관', '장대한_세계관', '탄탄_세계관', '웅장한_세계관', '완벽한_세계관', '뚜렷한_세계관', '즐기는_세계관']"
컴백,o,['이벤트'],61,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, -1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]","['컴백_화사', '컴백_축하한', '컴백_기대', '컴백_성숙', '컴백_기대되는', '컴백_한층 성장한', '컴백_고백', '컴백_특별한', '컴백_신명나는', '컴백_설레', '컴백_기대되', '컴백_싱그러운', '컴백_성숙함', '컴백_성숙한', '컴백_축하하', '컴백_장대한', '컴백_화려한', '컴백_과감한', '컴백_풍성한', '컴백_위태로운', '컴백_신선한', '컴백_폭넓은', '컴백_밝은', '컴백_통통 튀는', '컴백_여유로운', '컴백_끌었', '컴백_우아', '컴백_여유', '컴백_상큼한', '컴백_많은', '컴백_독특한', '컴백_믿듣', '컴백_솔직한']"
작품,o,['작품성'],59,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1]","['의기투합한_작품', '좋은_작품', '유쾌한_작품', '다양한_작품', '유명_작품', '좋아하는_작품', '장식하는_작품', '없는_작품', '우월한_작품', '뽐낸_작품', '슬기로운_작품', '재밌는_작품', '단순한_작품', '높은_작품', '뜻깊은_작품']"
비율,o,['기타'],58,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0]","['완벽한_비율', '우월한_비율', '이기_비율', '늘씬한_비율', '놀라_비율', '훤칠한_비율', '어울리는_비율', '뺨치는_비율', '사로잡는_비율', '없는_비율', '훈훈한_비율', '탄탄한_비율', '어마어마한_비율', '작은_비율']"
표정 연기,o,['연기력'],58,"[1, -1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, -1]","['자연스러운_표정 연기', '공허한_표정 연기', '여유로운_표정 연기', '시크한_표정 연기', '노련한_표정 연기', '다양한_표정 연기', '설렘_표정 연기', '가득한_표정 연기', '익살스러운_표정 연기', '높이는_표정 연기', '사로잡는_표정 연기', '상큼한_표정 연기', '능청스러운_표정 연기']"
시청률,o,['이벤트'],57,"[0, 0, 0, 0]","['높은_시청률', '조용한_시청률', '없는_시청률', '가장 높은_시청률']"
보컬 실력,o,['가창력'],57,"[1, 1, 1, 1, 0, 1, 1]","['탄탄한_보컬 실력', '파워풀한_보컬 실력', '탁월한_보컬 실력', '높이는_보컬 실력', '없는_보컬 실력', '빛나는_보컬 실력', '섬세한_보컬 실력']"
스토리,o,['작품성'],57,"[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1]","['사랑에 빠지는_스토리', '탄탄한_스토리', '흥미진진한_스토리', '드라마틱한_스토리', '우수한_스토리', '이야기_스토리', '선보였던_스토리', '설레_스토리', '압도하는_스토리', '흥미로운_스토리', '무궁무진한_스토리', '재미있는_스토리', '높은_스토리', '없는_스토리', '신선한_스토리', '나아가는_스토리', '즐기는_스토리', '차별화된_스토리', '성사_스토리']"
성장,o,['기타'],57,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]","['성장_자랑하', '성장_거침없는', '성장_자랑했', '성장_격려하', '성장_기대하게 만들', '성장_기대되는', '성장_돋보이는', '성장_반갑', '성장_돕는', '성장_이루는', '성장_발전', '성장_기대된다', '성장_상승', '성장_즐기는', '성장_멋있다', '성장_과분한', '성장_아우르는', '성장_가능하다', '성장_돋보였던', '성장_느끼실']"
방송,o,['이벤트'],57,"[-1, 1, 1, 1, -1, 1, 0, 1, 1, 1, 1, 1, -1, 1, 0, 1, 1, 1, -1, 0, 1]","['방송_아니었', '방송_완성', '방송_선보였', '방송_기대', '방송_아니', '방송_자아냈', '방송_드러냈', '방송_화사', '방송_휩쓸', '방송_정당한', '방송_잘하', '방송_밝혀', '방송_불편함', '방송_선사', '방송_한껏 높였다', '방송_기대된다', '방송_과시했', '방송_높였', '방송_금지', '방송_받았', '방송_편성']"
고음,o,['가창력'],56,"[1, 1, 1, 0, 1, 1, 1, 1, 1]","['시원한_고음', '청아한_고음', '깔끔한_고음', '비주얼과 상반되는_고음', '시원시원한_고음', '파워풀한_고음', '탄탄한_고음', '화사_고음', '압도_고음']"
하모니,o,['팀워크'],56,"[1, 1, 1, 1, 1, 1, 1]","['하모니_선보였', '하모니_선사한', '하모니_완성됐', '하모니_돋보이는', '하모니_돋보이', '하모니_자랑했', '하모니_선사할']"
팀워크,o,['팀워크'],56,"[1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 0]","['팀워크_완벽', '팀워크_자랑했', '팀워크_빛나는', '팀워크_돋보였다', '팀워크_뚜렷', '팀워크_돋보였던', '팀워크_과시했', '팀워크_발휘하', '팀워크_예쁘', '팀워크_뻔뻔한', '팀워크_자랑하', '팀워크_돋보이는', '팀워크_드러냈']"
변화,o,['기타'],55,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","['변화_돋보이는', '변화_성장', '변화_이루', '변화_좋은', '변화_여유', '변화_발전', '변화_뚜렷하', '변화_크다', '변화_느끼', '변화_즐기는']"
색감,o,['기타'],54,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]","['화려한_색감', '산뜻한_색감', '컬러풀한_색감', '트렌디한_색감', '다양한_색감', '통통 튀는_색감', '화려하_색감', '돋보이는_색감', '키치한_색감', '독특한_색감', '생생한_색감']"
진정성,o,['기타'],54,"[0, 1, 1, 1, 0, 1, 1]","['진정성_더한', '진정성_더했', '진정성_가득한', '진정성_높였', '진정성_드러냈', '진정성_돋보이는', '진정성_강조']"
영상미,o,['작품성'],53,"[1, 1, 1, -1, 0, 0, 1]","['화려한_영상미', '세련된_영상미', '완성한_영상미', '강탈하는_영상미', '와일드한_영상미', '높은_영상미', '따뜻한_영상미']"
작품,o,['작품성'],53,"[1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","['작품_인정받는', '작품_완성', '작품_유쾌한', '작품_사로잡았', '작품_아니', '작품_끌었', '작품_조명하는', '작품_장식', '작품_완성됐', '작품_믿는', '작품_완성하는', '작품_자랑했', '작품_선보이는', '작품_이끌어갈', '작품_완성할', '작품_많은']"
스타일,o,['패션'],53,"[1, 1, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","['스타일_선보였', '스타일_완성', '스타일_멋지다', '스타일_차지했', '스타일_완벽하게 소화해내', '스타일_완벽하게 소화했', '스타일_고수', '스타일_완성할', '스타일_선보이는', '스타일_걱정', '스타일_트렌디한', '스타일_완성했', '스타일_화사', '스타일_완벽', '스타일_좋아해', '스타일_웃었', '스타일_자랑했']"
출연,o,['이벤트'],52,"[-1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, -1, 1, -1, 1, -1, 0, -1, 1, 1, 1, 1, 1, 1]","['출연_망설임', '출연_믿듣', '출연_높은', '출연_없어', '출연_원하는', '출연_기대', '출연_기대했', '출연_다양한', '출연_기대하는', '출연_털털한', '출연_시원시원하', '출연_훈훈한', '출연_톡톡 튀는', '출연_고백', '출연_사로잡을', '출연_좋아', '출연_강조했', '출연_후회', '출연_화려한', '출연_속한', '출연_풍부한', '출연_낯설', '출연_없는', '출연_과시', '출연_진정한', '출연_특별한', '출연_예쁘다', '출연_좋은', '출연_독특한', '출연_귀엽']"
리듬,o,['음악'],50,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","['리듬_이루는', '리듬_돋보이는', '리듬_그루비하', '리듬_밝은', '리듬_조화로운', '리듬_화려한', '리듬_펑키한', '리듬_재치', '리듬_재치있는', '리듬_돋보인', '리듬_신나는', '리듬_사로잡았']"
데뷔,o,['이벤트'],48,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]","['뜻깊은_데뷔', '성공_데뷔', '없던_데뷔', '화려한_데뷔', '더욱 성장한_데뷔', '화사_데뷔', '귀여워_데뷔', '풋풋한_데뷔', '소중한_데뷔', '없는_데뷔', '화려하_데뷔', '한층 성숙해진_데뷔']"
내면,o,['기타'],47,"[1, 0, 1]","['내면_강인함', '내면_고스란히 담아내며', '내면_성장']"
영향력,o,['기타'],47,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","['영향력_발휘할', '영향력_발휘했', '영향력_과시했', '영향력_발휘하', '영향력_높였', '영향력_과시한', '영향력_선사할', '영향력_인정받았', '영향력_뽐내', '영향력_자랑했', '영향력_아름다움', '영향력_선보였', '영향력_과시', '영향력_선사하는', '영향력_발휘하는', '영향력_가능']"
열정,o,['기타'],46,"[1, 0, 1, 0, 1, 1, 1, 0, 1, 1]","['순수한_열정', '신인다운_열정', '노력_열정', '없는_열정', '사랑_열정', '우수한_열정', '화사_열정', '폭발하는_열정', '빛나는_열정', '끊임없는_열정']"
완성도,o,['기타'],46,"[0, 1, 1, 1]","['높은_완성도', '탄탄한_완성도', '다양_완성도', '유니크한_완성도']"
변화,o,['기타'],45,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1]","['작은_변화', '이루_변화', '조화로운_변화', '미묘한_변화', '많은_변화', '과감한_변화', '컬러풀한_변화', '놀라_변화', '다양한_변화', '오묘한_변화', '끊임없는_변화']"
군살,o,['몸매'],45,"[0, 1, 0]","['군살_없는', '군살_뽐내', '군살_없네']"
응원,o,['반응'],45,"[1, 1, 1, 0, -1, 1, 1, 1, 0, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 1]","['응원_사랑', '응원_고마움', '응원_좋은', '응원_받은', '응원_아니', '응원_감사', '응원_기대', '응원_좋아하는', '응원_놀라', '응원_많다', '응원_든든하', '응원_고생했', '응원_상큼한', '응원_많은', '응원_받던', '응원_잘될', '응원_걱정했', '응원_열심히 하는', '응원_축하', '응원_받는']"
포인트,o,['기타'],44,"[1, 1, 0, 1, 0, 0, 0, 0]","['포인트_이루는', '포인트_더했', '포인트_더할', '포인트_상큼함', '포인트_많았', '포인트_더한', '포인트_많다', '포인트_상승']"
센스,o,['기타'],44,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['센스_돋보이는', '센스_돋보였다', '센스_유감없이 발휘해', '센스_발휘했', '센스_뽐내', '센스_사로잡는', '센스_자랑하는', '센스_자랑', '센스_발휘', '센스_자랑했']"
화제성,o,['반응'],43,"[0, 1, 1, 0, -1, 1, 0]","['높은_화제성', '막강한_화제성', '강력한_화제성', '단순한_화제성', '오싹한_화제성', '꾸준한_화제성', '없는_화제성']"
연기,o,['연기력'],43,"[-1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, -1, -1, 1]","['능청스러운_연기', '깊은_연기', '신선한_연기', '자연스러운_연기', '세밀한_연기', '경쾌하고 로맨틱한_연기', '인정한_연기', '개성있는_연기', '없는_연기', '애절한_연기', '좋은_연기', '다양한_연기', '부족한_연기', '찡한_연기', '섬세한_연기']"
캐릭터,o,['연기력'],43,"[-1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]","['힘든_캐릭터', '새롭게 선보이는_캐릭터', '사랑받는_캐릭터', '다양한_캐릭터', '아이코닉한_캐릭터', '명랑한_캐릭터', '변화무쌍한_캐릭터', '순수하_캐릭터', '완전_캐릭터', '친근한_캐릭터', '맑은_캐릭터', '다정한_캐릭터', '좋은_캐릭터', '독특한_캐릭터', '신선한_캐릭터', '상징하는_캐릭터']"
변신,o,['기타'],43,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0]","['다양한_변신', '신선한_변신', '화려한_변신', '없는_변신', '완벽_변신', '믿듣_변신', '과감한_변신', '많은_변신', '활약할_변신', '로맨틱한_변신', '건강한_변신', '좋아해_변신', '섹시한_변신', '시크한_변신', '섹시_변신', '없다_변신']"
캐릭터,o,['연기력'],43,"[1, -1, -1, 1, 1, 1, 1, -1, 0, 0, 1]","['캐릭터_자아냈', '캐릭터_아니었', '캐릭터_분노', '캐릭터_사로잡았', '캐릭터_완성', '캐릭터_성장', '캐릭터_사랑받았', '캐릭터_이야기', '캐릭터_상반된', '캐릭터_받은', '캐릭터_귀엽']"
절제미,o,['기타'],42,"[1, 0]","['절제미_돋보이는', '절제미_느껴지는']"
색깔,o,['기타'],42,"[1, 1, 1, 1, 1, 1, 1, 1]","['색깔_진하게 녹여낸', '색깔_더욱 돋보이게', '색깔_뚜렷한', '색깔_뽐내', '색깔_좋다', '색깔_흥미로운', '색깔_돋보이는', '색깔_뚜렷하']"
제목,o,['기타'],42,"[1, 0, 1, -1, 0, 1]","['제목_조화롭게 어우러지', '제목_대비되는', '제목_돋보이', '제목_아니', '제목_없는', '제목_독특하']"
섹시미,o,['분위기'],42,"[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","['섹시미_자랑했', '섹시미_드러냈', '섹시미_과시했', '섹시미_과감한', '섹시미_돋보이는', '섹시미_자랑', '섹시미_높였', '섹시미_파워풀한', '섹시미_선보였', '섹시미_자아냈', '섹시미_사로잡는', '섹시미_더욱 돋보이게', '섹시미_더했', '섹시미_사로잡았', '섹시미_폭발하는', '섹시미_극찬했']"
일상,o,['기타'],42,"[-1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, -1, 1, 1, 0, -1, 1, 1, -1]","['일상_비추', '일상_자아냈', '일상_소중한', '일상_벗어나', '일상_특별', '일상_돕는', '일상_자랑했', '일상_사로잡았', '일상_자연스러운', '일상_따뜻한', '일상_깔끔하', '일상_좋아', '일상_따뜻함', '일상_수수한', '일상_사랑스럽다', '일상_밝히', '일상_훈훈함', '일상_돋보인', '일상_짠내', '일상_화사', '일상_귀엽', '일상_회복할', '일상_잃었', '일상_건강', '일상_선보였', '일상_토로']"
하모니,o,['팀워크'],41,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['완벽한_하모니', '없는_하모니', '감미로운_하모니', '따뜻한_하모니', '압도_하모니', '달콤한_하모니', '사랑스러운_하모니', '뛰어넘는_하모니', '좋을_하모니', '달달한_하모니', '믿듣_하모니']"
진행,o,['기타'],41,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['아니_진행', '선사하는_진행', '자연스러운_진행', '탄탄한_진행', '깔끔한_진행', '편안한_진행', '신나는_진행', '능숙한_진행', '사랑해_진행', '독특한_진행']"
